Airport,Terminal,Date,Hour,U.S. Citizen,,Non U.S. Citizen,,All,,,,,,,,,,,,
,,,,,,,,Wait Times,,Number Of Passengers Time Interval,,,,,,,,,,
,,,,Average Wait,Max Wait,Average Wait,Max Wait,Average Wait,Max Wait,0-15,16-30,31-45,46-60,61-90,91-120,120 plus,Excluded,Total,Flights,Booths
,,,,Time,Time,Time,Time,Time,Time,,,,,,,,,,,
ORD,Terminal 5,6/30/2017,0100 - 0200,8,28,15,30,11,30,94,39,0,0,0,0,0,8,141,1,8
ORD,Terminal 5,6/30/2017,0400 - 0500,3,13,6,21,4,21,137,5,0,0,0,0,0,6,148,1,6
ORD,Terminal 5,6/30/2017,0600 - 0700,4,18,12,29,9,29,313,103,0,0,0,0,0,9,425,2,11
ORD,Terminal 5,6/30/2017,0700 - 0800,5,26,28,51,25,51,100,79,93,36,0,0,0,12,320,1,12
ORD,Terminal 5,6/30/2017,0800 - 0900,5,31,18,38,16,38,110,89,26,0,0,0,0,5,230,1,11
ORD,Terminal 5,6/30/2017,0900 - 1000,16,45,23,76,20,76,311,339,61,29,25,0,0,32,797,4,13
ORD,Terminal 5,6/30/2017,1000 - 1100,9,55,39,70,22,70,431,200,103,133,58,0,0,43,968,5,13
ORD,Terminal 5,6/30/2017,1100 - 1200,8,43,17,45,11,45,308,80,43,0,0,0,0,14,445,2,17
ORD,Terminal 5,6/30/2017,1200 - 1300,9,34,14,35,12,35,429,197,22,0,0,0,0,28,676,3,36
ORD,Terminal 5,6/30/2017,1300 - 1400,11,52,22,56,15,56,1828,916,279,65,0,0,0,133,3221,14,33
ORD,Terminal 5,6/30/2017,1400 - 1500,13,95,42,105,27,105,714,365,292,188,164,21,0,71,1815,7,33
ORD,Terminal 5,6/30/2017,1500 - 1600,16,70,56,98,34,98,673,305,115,241,411,19,0,61,1825,7,30
ORD,Terminal 5,6/30/2017,1600 - 1700,10,52,37,76,22,76,569,259,180,140,65,0,0,53,1266,8,24
ORD,Terminal 5,6/30/2017,1700 - 1800,9,32,17,49,11,49,935,296,46,5,0,0,0,42,1324,7,28
ORD,Terminal 5,6/30/2017,1800 - 1900,13,36,12,39,13,39,738,322,54,0,0,0,0,38,1152,5,26
ORD,Terminal 5,6/30/2017,1900 - 2000,10,58,30,93,18,93,1065,384,98,93,87,9,0,62,1798,7,24
ORD,Terminal 5,6/30/2017,2000 - 2100,10,45,31,70,16,70,441,150,40,32,27,0,0,27,717,3,12
ORD,Terminal 5,6/30/2017,2100 - 2200,9,34,29,44,22,44,101,87,90,0,0,0,0,7,285,1,12
ORD,Terminal 5,6/30/2017,2200 - 2300,10,27,12,28,11,28,130,37,0,0,0,0,0,8,175,1,12
ORD,Terminal 5,6/30/2017,2300 - 0000,10,31,15,40,12,40,215,86,11,0,0,0,0,7,319,2,12
ORD,Terminal 5,07-01-2017,0000 - 0100,11,29,18,44,14,44,170,122,8,0,0,0,0,14,314,2,12
ORD,Terminal 5,07-01-2017,0400 - 0500,4,15,6,18,5,18,140,3,0,0,0,0,0,7,150,1,4
ORD,Terminal 5,07-01-2017,0600 - 0700,6,28,13,30,10,30,290,121,0,0,0,0,0,12,423,2,13
ORD,Terminal 5,07-01-2017,0700 - 0800,10,39,23,44,20,44,126,99,87,0,0,0,0,11,323,1,16
ORD,Terminal 5,07-01-2017,0800 - 0900,12,33,18,36,16,36,200,193,34,0,0,0,0,17,444,2,14
ORD,Terminal 5,07-01-2017,0900 - 1000,7,21,10,24,8,24,205,33,0,0,0,0,0,8,246,1,15
ORD,Terminal 5,07-01-2017,1000 - 1100,7,34,22,41,13,41,540,253,92,0,0,0,0,34,919,5,17
ORD,Terminal 5,07-01-2017,1100 - 1200,10,34,14,41,12,41,405,134,17,0,0,0,0,25,581,3,17
ORD,Terminal 5,07-01-2017,1200 - 1300,11,39,15,40,13,40,460,199,49,0,0,0,0,26,734,4,25
ORD,Terminal 5,07-01-2017,1300 - 1400,8,34,13,40,10,40,1977,476,16,0,0,0,0,94,2563,11,33
ORD,Terminal 5,07-01-2017,1400 - 1500,11,43,17,43,13,43,1699,975,136,0,0,0,0,110,2920,12,37
ORD,Terminal 5,07-01-2017,1500 - 1600,14,46,20,46,16,46,957,607,263,2,0,0,0,78,1907,8,27
ORD,Terminal 5,07-01-2017,1600 - 1700,15,41,19,45,16,45,783,586,185,0,0,0,0,48,1602,8,31
ORD,Terminal 5,07-01-2017,1700 - 1800,9,32,8,33,9,33,1189,181,14,0,0,0,0,55,1439,9,30
ORD,Terminal 5,07-01-2017,1800 - 1900,18,74,26,76,20,76,1220,679,452,152,52,0,0,93,2648,12,26
ORD,Terminal 5,07-01-2017,1900 - 2000,16,73,30,78,21,78,461,292,192,34,42,0,0,43,1064,5,21
ORD,Terminal 5,07-01-2017,2000 - 2100,10,27,16,28,12,28,291,119,0,0,0,0,0,13,423,2,11
ORD,Terminal 5,07-01-2017,2100 - 2200,8,21,10,21,9,21,213,46,0,0,0,0,0,9,268,1,10
ORD,Terminal 5,07-01-2017,2300 - 0000,10,44,17,47,13,47,313,134,23,1,0,0,0,15,486,3,10
ORD,Terminal 5,07-02-2017,0000 - 0100,21,45,31,48,24,48,88,89,132,12,0,0,0,11,332,2,10
ORD,Terminal 5,07-02-2017,0400 - 0500,3,15,6,15,4,15,138,0,0,0,0,0,0,4,142,1,6
ORD,Terminal 5,07-02-2017,0500 - 0600,7,27,13,27,9,27,102,24,0,0,0,0,0,6,132,1,7
ORD,Terminal 5,07-02-2017,0600 - 0700,8,69,31,84,26,84,125,75,60,15,34,0,0,10,319,1,14
ORD,Terminal 5,07-02-2017,0700 - 0800,7,42,36,56,32,56,58,40,97,70,0,0,0,7,272,1,13
ORD,Terminal 5,07-02-2017,0800 - 0900,5,13,7,17,6,17,125,4,0,0,0,0,0,5,134,1,11
ORD,Terminal 5,07-02-2017,0900 - 1000,8,56,23,80,20,80,229,62,52,43,21,0,0,16,423,3,13
ORD,Terminal 5,07-02-2017,1000 - 1100,10,53,35,71,18,71,480,141,55,69,50,0,0,32,827,4,13
ORD,Terminal 5,07-02-2017,1100 - 1200,9,53,32,64,18,64,413,159,89,70,5,0,0,29,765,5,16
ORD,Terminal 5,07-02-2017,1200 - 1300,10,37,21,48,15,48,410,292,66,5,0,0,0,29,802,4,19
ORD,Terminal 5,07-02-2017,1300 - 1400,12,36,12,35,12,36,1101,476,32,0,0,0,0,50,1659,8,31
ORD,Terminal 5,07-02-2017,1400 - 1500,11,53,17,57,13,57,1550,759,113,14,0,0,0,93,2529,11,31
ORD,Terminal 5,07-02-2017,1500 - 1600,11,57,25,75,16,75,816,462,142,43,9,0,0,56,1528,7,26
ORD,Terminal 5,07-02-2017,1600 - 1700,12,54,25,61,17,61,1135,585,177,79,1,0,0,84,2061,10,30
ORD,Terminal 5,07-02-2017,1700 - 1800,15,36,22,37,16,37,367,305,80,0,0,0,0,31,783,5,16
ORD,Terminal 5,07-02-2017,1800 - 1900,18,52,21,55,19,55,691,458,372,20,0,0,0,69,1610,7,26
ORD,Terminal 5,07-02-2017,1900 - 2000,15,55,25,55,18,55,668,531,188,48,0,0,0,53,1488,6,19
ORD,Terminal 5,07-02-2017,2000 - 2100,9,31,18,32,13,32,475,252,12,0,0,0,0,25,764,4,21
ORD,Terminal 5,07-02-2017,2200 - 2300,5,23,10,23,6,23,298,30,0,0,0,0,0,13,341,2,10
ORD,Terminal 5,07-02-2017,2300 - 0000,10,37,15,38,12,38,204,103,9,0,0,0,0,8,324,2,12
ORD,Terminal 5,07-03-2017,0000 - 0100,17,45,22,45,19,45,166,183,87,0,0,0,0,17,453,3,13
ORD,Terminal 5,07-03-2017,0400 - 0500,7,22,14,28,10,28,126,30,0,0,0,0,0,4,160,1,7
ORD,Terminal 5,07-03-2017,0500 - 0600,5,30,13,30,8,30,90,20,0,0,0,0,0,4,114,1,8
ORD,Terminal 5,07-03-2017,0600 - 0700,10,67,33,75,28,75,184,90,146,105,25,0,0,23,573,2,13
ORD,Terminal 5,07-03-2017,0800 - 0900,5,14,5,14,5,14,171,0,0,0,0,0,0,1,172,1,10
ORD,Terminal 5,07-03-2017,0900 - 1000,7,67,25,74,19,74,372,89,62,63,37,0,0,19,642,3,12
ORD,Terminal 5,07-03-2017,1000 - 1100,7,93,41,98,21,98,490,69,18,58,109,5,0,30,779,5,13
ORD,Terminal 5,07-03-2017,1100 - 1200,13,33,22,43,17,43,219,233,73,0,0,0,0,23,548,3,15
ORD,Terminal 5,07-03-2017,1200 - 1300,9,22,12,22,10,22,358,80,0,0,0,0,0,12,450,3,26
ORD,Terminal 5,07-03-2017,1300 - 1400,16,57,15,57,16,57,1156,401,38,178,0,0,0,61,1834,9,26
ORD,Terminal 5,07-03-2017,1400 - 1500,15,50,20,59,16,59,1772,843,423,53,0,0,0,125,3216,14,30
ORD,Terminal 5,07-03-2017,1500 - 1600,9,51,18,62,12,62,1048,207,77,26,7,0,0,49,1414,6,24
ORD,Terminal 5,07-03-2017,1600 - 1700,16,46,24,51,19,51,753,535,375,16,0,0,0,64,1743,9,24
ORD,Terminal 5,07-03-2017,1700 - 1800,12,41,18,43,14,43,649,259,85,0,0,0,0,39,1032,5,22
ORD,Terminal 5,07-03-2017,1800 - 1900,15,47,20,51,16,51,790,349,167,29,0,0,0,45,1380,7,21
ORD,Terminal 5,07-03-2017,1900 - 2000,12,39,17,39,13,39,870,448,57,0,0,0,0,48,1423,6,20
ORD,Terminal 5,07-03-2017,2000 - 2100,17,43,20,43,18,43,152,271,40,0,0,0,0,18,481,2,11
ORD,Terminal 5,07-03-2017,2100 - 2200,10,40,27,41,15,41,154,49,44,0,0,0,0,10,257,1,9
ORD,Terminal 5,07-03-2017,2200 - 2300,8,17,11,19,9,19,120,21,0,0,0,0,0,5,146,1,9
ORD,Terminal 5,07-03-2017,2300 - 0000,2,13,5,13,3,13,143,0,0,0,0,0,0,4,147,1,8
ORD,Terminal 5,07-04-2017,0000 - 0100,5,17,7,17,6,17,260,12,0,0,0,0,0,7,279,2,8
ORD,Terminal 5,07-04-2017,0400 - 0500,4,15,4,15,4,15,145,0,0,0,0,0,0,4,149,1,3
ORD,Terminal 5,07-04-2017,0500 - 0600,7,26,14,27,10,27,100,32,0,0,0,0,0,3,135,1,6
ORD,Terminal 5,07-04-2017,0600 - 0700,13,70,35,95,30,95,107,73,59,45,23,9,0,9,325,1,10
ORD,Terminal 5,07-04-2017,0700 - 0800,7,82,36,86,31,86,83,53,48,36,39,0,0,8,267,1,11
ORD,Terminal 5,07-04-2017,0800 - 0900,6,51,35,66,28,66,97,21,17,67,19,0,0,7,228,1,8
ORD,Terminal 5,07-04-2017,0900 - 1000,11,85,35,87,27,87,221,63,82,60,54,0,0,21,501,2,13
ORD,Terminal 5,07-04-2017,1000 - 1100,7,89,60,103,32,103,463,54,45,9,179,63,0,28,841,5,24
ORD,Terminal 5,07-04-2017,1100 - 1200,8,34,34,56,21,56,146,29,31,47,0,0,0,6,259,1,18
ORD,Terminal 5,07-04-2017,1200 - 1300,7,33,13,49,9,49,972,199,37,4,0,0,0,41,1253,6,28
ORD,Terminal 5,07-04-2017,1300 - 1400,10,40,16,43,12,43,1434,519,86,0,0,0,0,81,2120,11,22
ORD,Terminal 5,07-04-2017,1400 - 1500,11,63,21,64,15,64,1370,731,171,43,9,0,0,96,2420,10,29
ORD,Terminal 5,07-04-2017,1500 - 1600,14,58,31,70,21,70,862,296,372,127,27,0,0,69,1753,7,29
ORD,Terminal 5,07-04-2017,1600 - 1700,24,76,34,78,27,78,393,532,397,170,62,0,0,63,1617,9,23
ORD,Terminal 5,07-04-2017,1700 - 1800,16,62,14,61,16,62,870,178,171,69,5,0,0,55,1348,7,22
ORD,Terminal 5,07-04-2017,1800 - 1900,11,61,21,61,14,61,1258,523,112,35,3,0,0,77,2008,8,23
ORD,Terminal 5,07-04-2017,1900 - 2000,18,61,34,69,23,69,237,395,113,72,28,0,0,37,882,4,21
ORD,Terminal 5,07-04-2017,2000 - 2100,5,14,5,14,5,14,179,0,0,0,0,0,0,5,184,1,9
ORD,Terminal 5,07-04-2017,2200 - 2300,11,27,13,28,12,28,96,45,0,0,0,0,0,4,145,1,8
ORD,Terminal 5,07-04-2017,2300 - 0000,7,22,12,22,8,22,162,33,0,0,0,0,0,8,203,1,9
ORD,Terminal 5,07-05-2017,0000 - 0100,8,24,10,24,8,24,394,61,0,0,0,0,0,13,468,3,9
ORD,Terminal 5,07-05-2017,0500 - 0600,7,21,9,21,7,21,116,31,0,0,0,0,0,4,151,1,7
ORD,Terminal 5,07-05-2017,0600 - 0700,14,94,39,94,35,94,167,98,102,85,97,11,0,21,581,2,11
ORD,Terminal 5,07-05-2017,0800 - 0900,5,27,11,37,9,37,162,42,4,0,0,0,0,7,215,1,9
ORD,Terminal 5,07-05-2017,0900 - 1000,7,79,33,86,25,86,281,106,44,34,81,0,0,29,575,3,12
ORD,Terminal 5,07-05-2017,1000 - 1100,13,99,49,106,29,106,280,192,38,23,89,44,0,26,692,4,14
ORD,Terminal 5,07-05-2017,1100 - 1200,7,43,29,69,19,69,267,90,129,22,15,0,0,23,546,3,19
ORD,Terminal 5,07-05-2017,1200 - 1300,12,48,23,55,18,55,608,422,192,47,0,0,0,41,1310,6,30
ORD,Terminal 5,07-05-2017,1300 - 1400,15,67,25,66,19,67,854,297,289,99,11,0,0,59,1609,8,25
ORD,Terminal 5,07-05-2017,1400 - 1500,19,103,43,112,28,112,1235,934,398,197,346,82,0,155,3347,14,24
ORD,Terminal 5,07-05-2017,1500 - 1600,13,78,46,86,26,86,574,114,76,165,140,0,0,40,1109,5,29
ORD,Terminal 5,07-05-2017,1600 - 1700,18,55,37,66,24,66,399,256,205,142,17,0,0,34,1053,6,22
ORD,Terminal 5,07-05-2017,1700 - 1800,12,79,10,79,12,79,919,74,85,40,15,0,0,51,1184,6,19
ORD,Terminal 5,07-05-2017,1800 - 1900,8,45,23,50,14,50,668,236,132,11,0,0,0,73,1120,5,18
ORD,Terminal 5,07-05-2017,1900 - 2000,10,37,20,38,14,38,1048,543,121,0,0,0,0,62,1774,7,20
ORD,Terminal 5,07-05-2017,2000 - 2100,6,18,10,18,8,18,174,16,0,0,0,0,0,5,195,1,8
ORD,Terminal 5,07-05-2017,2100 - 2200,8,24,9,26,8,26,322,54,0,0,0,0,0,15,391,2,12
ORD,Terminal 5,07-05-2017,2200 - 2300,12,37,16,42,14,42,258,118,47,0,0,0,0,19,442,3,9
ORD,Terminal 5,07-05-2017,2300 - 0000,4,12,6,13,5,13,113,0,0,0,0,0,0,3,116,1,9
ORD,Terminal 5,07-06-2017,0000 - 0100,2,10,6,16,4,16,142,2,0,0,0,0,0,7,151,1,11
ORD,Terminal 5,07-06-2017,0100 - 0200,12,27,13,27,13,27,100,67,0,0,0,0,0,5,172,1,8
ORD,Terminal 5,07-06-2017,0400 - 0500,4,17,6,20,5,20,125,6,0,0,0,0,0,3,134,1,4
ORD,Terminal 5,07-06-2017,0500 - 0600,10,38,23,46,17,46,72,28,32,1,0,0,0,5,138,1,6
ORD,Terminal 5,07-06-2017,0600 - 0700,11,53,29,60,26,60,184,148,144,90,0,0,0,24,590,2,12
ORD,Terminal 5,07-06-2017,0800 - 0900,5,12,5,14,5,14,187,0,0,0,0,0,0,5,192,1,10
ORD,Terminal 5,07-06-2017,0900 - 1000,7,20,10,27,9,27,331,83,0,0,0,0,0,23,437,2,12
ORD,Terminal 5,07-06-2017,1000 - 1100,14,50,21,51,18,51,419,279,118,30,0,0,0,31,877,5,15
ORD,Terminal 5,07-06-2017,1100 - 1200,10,64,29,64,20,64,308,153,79,56,11,0,0,24,631,4,15
ORD,Terminal 5,07-06-2017,1200 - 1300,12,48,18,48,15,48,561,284,62,10,0,0,0,26,943,5,22
ORD,Terminal 5,07-06-2017,1300 - 1400,7,28,9,28,8,28,1388,183,0,0,0,0,0,58,1629,8,34
ORD,Terminal 5,07-06-2017,1400 - 1500,15,60,20,66,17,66,1361,666,361,60,8,0,0,102,2558,11,29
ORD,Terminal 5,07-06-2017,1500 - 1600,14,59,27,62,19,62,594,553,283,42,3,0,0,81,1556,7,30
ORD,Terminal 5,07-06-2017,1600 - 1700,15,51,24,54,18,54,778,712,260,35,0,0,0,91,1876,9,27
ORD,Terminal 5,07-06-2017,1700 - 1800,13,36,13,37,13,37,713,349,59,0,0,0,0,77,1198,6,28
ORD,Terminal 5,07-06-2017,1800 - 1900,9,45,18,50,12,50,997,362,91,6,0,0,0,50,1506,7,22
ORD,Terminal 5,07-06-2017,1900 - 2000,12,60,28,63,18,63,589,192,132,75,4,0,0,36,1028,5,20
ORD,Terminal 5,07-06-2017,2000 - 2100,12,43,20,43,15,43,414,216,79,0,0,0,0,23,732,3,12
ORD,Terminal 5,07-06-2017,2200 - 2300,11,29,11,29,11,29,154,82,0,0,0,0,0,12,248,1,10
ORD,Terminal 5,07-06-2017,2300 - 0000,10,48,21,52,16,52,410,199,95,18,0,0,0,29,751,4,15
ORD,Terminal 5,07-07-2017,0000 - 0100,14,47,24,47,18,47,154,125,42,9,0,0,0,5,335,2,13
ORD,Terminal 5,07-07-2017,0400 - 0500,5,20,7,24,6,24,116,14,0,0,0,0,0,5,135,1,4
ORD,Terminal 5,07-07-2017,0500 - 0600,7,28,21,43,14,43,83,34,20,0,0,0,0,5,142,1,6
ORD,Terminal 5,07-07-2017,0600 - 0700,17,85,46,113,42,113,151,82,84,71,166,28,0,18,600,2,14
ORD,Terminal 5,07-07-2017,0800 - 0900,5,17,10,24,8,24,153,41,0,0,0,0,0,4,198,1,10
ORD,Terminal 5,07-07-2017,0900 - 1000,13,77,31,99,26,99,121,106,10,8,33,10,0,11,299,2,10
ORD,Terminal 5,07-07-2017,1000 - 1100,10,72,37,86,24,86,593,149,114,77,145,0,0,41,1119,7,12
ORD,Terminal 5,07-07-2017,1100 - 1200,8,47,37,70,23,70,318,83,125,90,37,0,0,27,680,4,24
ORD,Terminal 5,07-07-2017,1200 - 1300,11,36,16,40,13,40,508,270,24,0,0,0,0,33,835,4,22
ORD,Terminal 5,07-07-2017,1300 - 1400,11,53,17,53,13,53,1313,479,184,14,0,0,0,83,2073,10,33
ORD,Terminal 5,07-07-2017,1400 - 1500,16,64,29,77,21,77,1011,694,480,109,58,0,0,97,2449,10,27
ORD,Terminal 5,07-07-2017,1500 - 1600,11,55,32,64,21,64,777,447,337,158,16,0,0,67,1802,8,35
ORD,Terminal 5,07-07-2017,1600 - 1700,11,35,20,39,15,39,290,255,45,0,0,0,0,21,611,4,21
ORD,Terminal 5,07-07-2017,1700 - 1800,12,38,12,37,12,38,1215,461,109,0,0,0,0,67,1852,9,29
ORD,Terminal 5,07-07-2017,1800 - 1900,17,47,21,47,18,47,529,283,239,5,0,0,0,43,1099,5,22
ORD,Terminal 5,07-07-2017,1900 - 2000,12,50,17,67,14,67,964,406,70,35,9,0,0,61,1545,7,24
ORD,Terminal 5,07-07-2017,2000 - 2100,15,45,24,49,20,49,243,327,90,27,0,0,0,24,711,3,18
ORD,Terminal 5,07-07-2017,2200 - 2300,6,16,6,16,6,16,134,4,0,0,0,0,0,4,142,1,8
ORD,Terminal 5,07-07-2017,2300 - 0000,13,38,20,38,16,38,85,56,29,0,0,0,0,3,173,1,9
ORD,Terminal 5,07-08-2017,0000 - 0100,13,45,21,46,16,46,263,99,80,4,0,0,0,17,463,3,7
ORD,Terminal 5,07-08-2017,0400 - 0500,11,28,14,30,12,30,136,57,0,0,0,0,0,10,203,2,6
ORD,Terminal 5,07-08-2017,0500 - 0600,8,25,17,30,12,30,86,54,0,0,0,0,0,8,148,1,11
ORD,Terminal 5,07-08-2017,0600 - 0700,4,15,15,30,14,30,137,124,0,0,0,0,0,8,269,1,13
ORD,Terminal 5,07-08-2017,0700 - 0800,26,50,35,67,33,67,23,122,90,72,3,0,0,10,320,1,14
ORD,Terminal 5,07-08-2017,0800 - 0900,5,29,16,34,13,34,233,189,17,0,0,0,0,18,457,2,14
ORD,Terminal 5,07-08-2017,0900 - 1000,9,25,19,41,15,41,255,123,51,0,0,0,0,10,439,2,17
ORD,Terminal 5,07-08-2017,1000 - 1100,6,31,12,32,9,32,371,86,6,0,0,0,0,17,480,3,15
ORD,Terminal 5,07-08-2017,1100 - 1200,6,27,11,34,8,34,708,120,12,0,0,0,0,30,870,4,17
ORD,Terminal 5,07-08-2017,1200 - 1300,19,39,14,43,17,43,432,514,90,0,0,0,0,47,1083,5,30
ORD,Terminal 5,07-08-2017,1300 - 1400,10,38,15,39,12,39,1232,500,32,0,0,0,0,62,1826,9,36
ORD,Terminal 5,07-08-2017,1400 - 1500,13,44,14,44,13,44,2149,853,231,0,0,0,0,143,3376,13,37
ORD,Terminal 5,07-08-2017,1500 - 1600,11,48,22,49,17,49,817,693,176,9,0,0,0,58,1753,7,40
ORD,Terminal 5,07-08-2017,1600 - 1700,12,43,11,68,12,68,847,156,114,0,1,0,0,40,1158,7,23
ORD,Terminal 5,07-08-2017,1700 - 1800,13,48,12,49,13,49,877,360,103,10,0,0,0,64,1414,8,24
ORD,Terminal 5,07-08-2017,1800 - 1900,19,90,25,100,21,100,1555,1013,224,266,143,24,0,147,3372,15,26
ORD,Terminal 5,07-08-2017,1900 - 2000,13,65,33,65,21,65,561,402,201,133,14,0,0,49,1360,6,25
ORD,Terminal 5,07-08-2017,2000 - 2100,8,39,26,56,16,56,353,105,62,29,0,0,0,17,566,3,15
ORD,Terminal 5,07-08-2017,2200 - 2300,13,23,14,23,13,23,93,63,0,0,0,0,0,5,161,1,10
ORD,Terminal 5,07-08-2017,2300 - 0000,11,36,16,36,13,36,306,191,12,0,0,0,0,20,529,3,10
ORD,Terminal 5,07-09-2017,0000 - 0100,9,27,24,46,16,46,261,79,73,5,0,0,0,17,435,2,11
ORD,Terminal 5,07-09-2017,0400 - 0500,5,17,9,19,6,19,109,11,0,0,0,0,0,3,123,1,6
ORD,Terminal 5,07-09-2017,0500 - 0600,11,31,13,31,11,31,104,47,4,0,0,0,0,2,157,1,10
ORD,Terminal 5,07-09-2017,0600 - 0700,10,55,28,57,24,57,208,150,150,78,0,0,0,21,607,2,14
ORD,Terminal 5,07-09-2017,0800 - 0900,5,25,11,25,10,25,168,63,0,0,0,0,0,7,238,1,12
ORD,Terminal 5,07-09-2017,0900 - 1000,14,80,29,92,25,92,449,195,107,49,126,6,0,33,965,5,12
ORD,Terminal 5,07-09-2017,1000 - 1100,11,38,37,81,20,81,280,151,21,7,69,0,0,23,551,2,13
ORD,Terminal 5,07-09-2017,1100 - 1200,19,55,30,57,24,57,265,319,203,82,0,0,0,44,913,5,20
ORD,Terminal 5,07-09-2017,1200 - 1300,14,32,12,28,14,32,324,300,3,0,0,0,0,18,645,3,17
ORD,Terminal 5,07-09-2017,1300 - 1400,14,44,17,57,16,57,1662,1024,320,18,0,0,0,121,3145,13,38
ORD,Terminal 5,07-09-2017,1400 - 1500,15,72,21,72,18,72,1240,793,226,70,52,0,0,95,2476,10,34
ORD,Terminal 5,07-09-2017,1500 - 1600,19,63,26,63,23,63,556,344,366,124,8,0,0,68,1466,5,33
ORD,Terminal 5,07-09-2017,1600 - 1700,14,51,27,59,19,59,737,539,242,106,0,0,0,72,1696,9,21
ORD,Terminal 5,07-09-2017,1700 - 1800,12,32,15,31,13,32,578,376,2,0,0,0,0,40,996,5,20
ORD,Terminal 5,07-09-2017,1800 - 1900,10,22,9,22,10,22,1381,176,0,0,0,0,0,56,1613,7,23
ORD,Terminal 5,07-09-2017,1900 - 2000,7,29,8,29,7,29,1248,120,0,0,0,0,0,49,1417,5,24
ORD,Terminal 5,07-09-2017,2000 - 2100,10,30,15,40,12,40,573,167,42,0,0,0,0,30,812,4,19
ORD,Terminal 5,07-09-2017,2100 - 2200,15,27,18,30,16,30,94,122,0,0,0,0,0,11,227,1,8
ORD,Terminal 5,07-09-2017,2300 - 0000,6,20,7,19,6,20,269,28,0,0,0,0,0,9,306,2,9
ORD,Terminal 5,07-10-2017,0000 - 0100,11,34,14,34,12,34,205,100,10,0,0,0,0,9,324,2,9
ORD,Terminal 5,07-10-2017,0500 - 0600,11,35,16,35,13,35,94,49,7,0,0,0,0,8,158,1,7
ORD,Terminal 5,07-10-2017,0600 - 0700,1,8,2,7,2,8,122,0,0,0,0,0,0,5,127,1,7
ORD,Terminal 5,07-10-2017,0700 - 0800,8,52,18,52,15,52,307,210,42,8,0,0,0,21,588,2,15
ORD,Terminal 5,07-10-2017,0800 - 0900,15,28,15,37,15,37,226,188,38,0,0,0,0,19,471,2,14
ORD,Terminal 5,07-10-2017,0900 - 1000,8,19,14,27,12,27,137,79,0,0,0,0,0,7,223,1,18
ORD,Terminal 5,07-10-2017,1000 - 1100,12,45,16,46,14,46,537,360,61,2,0,0,0,34,994,5,17
ORD,Terminal 5,07-10-2017,1100 - 1200,8,100,12,102,10,102,489,109,2,2,5,8,0,25,640,3,18
ORD,Terminal 5,07-10-2017,1200 - 1300,13,43,13,43,13,43,845,483,35,0,0,0,0,52,1415,7,24
ORD,Terminal 5,07-10-2017,1300 - 1400,12,35,12,35,12,35,1263,521,44,0,0,0,0,54,1882,8,31
ORD,Terminal 5,07-10-2017,1400 - 1500,16,69,20,63,18,69,1317,1136,323,60,7,0,0,117,2960,12,31
ORD,Terminal 5,07-10-2017,1500 - 1600,14,63,25,63,20,63,542,482,208,65,4,0,0,44,1345,5,27
ORD,Terminal 5,07-10-2017,1600 - 1700,11,45,16,50,13,50,914,529,25,4,0,0,0,51,1523,7,28
ORD,Terminal 5,07-10-2017,1700 - 1800,8,36,12,36,10,36,779,212,14,0,0,0,0,35,1040,5,27
ORD,Terminal 5,07-10-2017,1800 - 1900,7,26,8,26,7,26,763,55,0,0,0,0,0,31,849,4,23
ORD,Terminal 5,07-10-2017,1900 - 2000,11,50,16,50,13,50,1511,583,144,19,0,0,0,76,2333,9,24
ORD,Terminal 5,07-10-2017,2000 - 2100,11,61,26,61,17,61,434,116,89,51,4,0,0,24,718,4,13
ORD,Terminal 5,07-10-2017,2100 - 2200,23,59,42,62,25,62,35,191,36,20,4,0,0,16,302,2,7
ORD,Terminal 5,07-10-2017,2300 - 0000,6,28,10,29,8,29,242,42,0,0,0,0,0,8,292,2,6
ORD,Terminal 5,07-11-2017,0000 - 0100,30,63,35,63,32,63,67,63,53,76,15,0,0,10,284,2,6
ORD,Terminal 5,07-11-2017,0400 - 0500,3,22,10,24,5,24,123,18,0,0,0,0,0,5,146,1,6
ORD,Terminal 5,07-11-2017,0500 - 0600,11,33,15,34,12,34,93,47,8,0,0,0,0,5,153,1,7
ORD,Terminal 5,07-11-2017,0600 - 0700,16,102,33,104,30,104,112,69,61,11,26,17,0,10,306,1,10
ORD,Terminal 5,07-11-2017,0700 - 0800,8,31,33,65,30,65,66,76,50,50,19,0,0,8,269,1,10
ORD,Terminal 5,07-11-2017,0800 - 0900,5,21,9,29,8,29,173,35,0,0,0,0,0,7,215,1,7
ORD,Terminal 5,07-11-2017,0900 - 1000,12,97,36,111,31,111,179,89,67,22,46,32,0,18,453,2,13
ORD,Terminal 5,07-11-2017,1000 - 1100,19,111,50,113,33,113,300,405,114,58,65,117,0,52,1111,5,15
ORD,Terminal 5,07-11-2017,1200 - 1300,14,52,22,63,17,63,1033,517,251,110,5,0,0,74,1990,9,31
ORD,Terminal 5,07-11-2017,1300 - 1400,8,25,11,31,9,31,1025,161,1,0,0,0,0,55,1242,8,30
ORD,Terminal 5,07-11-2017,1400 - 1500,13,56,17,61,15,61,1296,503,225,45,3,0,0,92,2164,9,34
ORD,Terminal 5,07-11-2017,1500 - 1600,12,82,35,85,23,85,1186,652,271,177,222,0,0,84,2592,11,31
